FECHA ENTRADA          | SEÑAL                               | TIPO    |    ENTRADA |     SALIDA |    BENEFICIO
----------------------------------------------------------------------------------------------------------------
19/09/2025 22:02       | Three Outside Up Down               | long    |    1.17487 |    1.17491 |       4.00 $
19/09/2025 22:03       | Momentum Rsi Macd                   | long    |    1.17486 |    1.17489 |       3.00 $
19/09/2025 22:07       | Engulfing                           | long    |    1.17481 |    1.17486 |       5.00 $
19/09/2025 22:08       | Three Outside Up Down               | long    |    1.17482 |    1.17483 |       1.00 $
19/09/2025 22:12       | Shooting Star                       | short   |    1.17491 |    1.17481 |      10.00 $
19/09/2025 22:13       | Evening Star                        | short   |    1.17489 |    1.17473 |      16.00 $
19/09/2025 22:15       | Scalping Stochrsi Ema               | short   |    1.17484 |    1.17473 |      11.00 $
19/09/2025 22:17       | Dark Cloud Cover                    | short   |    1.17486 |    1.17469 |      17.00 $
19/09/2025 22:17       | Engulfing                           | short   |    1.17486 |    1.17469 |      17.00 $
19/09/2025 22:17       | Marubozu                            | short   |    1.17486 |    1.17469 |      17.00 $
19/09/2025 22:18       | Three Outside Up Down               | short   |    1.17483 |    1.17457 |      26.00 $
19/09/2025 22:19       | Momentum Rsi Macd                   | short   |    1.17480 |    1.17462 |      18.00 $
19/09/2025 22:20       | Ma Crossover                        | short   |    1.17480 |    1.17468 |      12.00 $
19/09/2025 22:20       | Swing Trading Multi Indicator       | short   |    1.17480 |    1.17468 |      12.00 $
19/09/2025 22:21       | Swing Trading Multi Indicator       | short   |    1.17483 |    1.17453 |      30.00 $
19/09/2025 22:22       | Marubozu                            | short   |    1.17481 |    1.17459 |      22.00 $
19/09/2025 22:22       | Swing Trading Multi Indicator       | short   |    1.17481 |    1.17459 |      22.00 $
19/09/2025 22:23       | Swing Trading Multi Indicator       | short   |    1.17473 |    1.17457 |      16.00 $
19/09/2025 22:24       | Bollinger Bands Breakout            | short   |    1.17469 |    1.17460 |       9.00 $
19/09/2025 22:24       | Ichimoku Kinko Hyo                  | short   |    1.17469 |    1.17460 |       9.00 $
19/09/2025 22:24       | Swing Trading Multi Indicator       | short   |    1.17469 |    1.17460 |       9.00 $
19/09/2025 22:25       | Swing Trading Multi Indicator       | short   |    1.17473 |    1.17462 |      11.00 $
19/09/2025 22:26       | Swing Trading Multi Indicator       | short   |    1.17472 |    1.17458 |      14.00 $
19/09/2025 22:27       | Swing Trading Multi Indicator       | short   |    1.17469 |    1.17464 |       5.00 $
19/09/2025 22:29       | Harami                              | long    |    1.17462 |    1.17475 |      13.00 $
19/09/2025 22:30       | Three Inside Up Down                | long    |    1.17468 |    1.17475 |       7.00 $
19/09/2025 22:34       | Engulfing                           | long    |    1.17460 |    1.17478 |      18.00 $
19/09/2025 22:34       | Piercing Line                       | long    |    1.17460 |    1.17478 |      18.00 $
19/09/2025 22:35       | Three Outside Up Down               | long    |    1.17462 |    1.17479 |      17.00 $
19/09/2025 22:37       | Engulfing                           | long    |    1.17464 |    1.17505 |      41.00 $
19/09/2025 22:37       | Piercing Line                       | long    |    1.17464 |    1.17505 |      41.00 $
19/09/2025 22:38       | Three Outside Up Down               | long    |    1.17472 |    1.17506 |      34.00 $
19/09/2025 22:38       | Momentum Rsi Macd                   | long    |    1.17472 |    1.17506 |      34.00 $
19/09/2025 22:44       | Ma Crossover                        | long    |    1.17478 |    1.17494 |      16.00 $
19/09/2025 22:46       | Dark Cloud Cover                    | short   |    1.17477 |    1.17475 |       2.00 $
19/09/2025 22:46       | Engulfing                           | short   |    1.17477 |    1.17475 |       2.00 $
19/09/2025 22:46       | Marubozu                            | short   |    1.17477 |    1.17475 |       2.00 $
19/09/2025 22:49       | Dark Cloud Cover                    | short   |    1.17503 |    1.17477 |      26.00 $
19/09/2025 22:49       | Engulfing                           | short   |    1.17503 |    1.17477 |      26.00 $
19/09/2025 22:51       | Dark Cloud Cover                    | short   |    1.17499 |    1.17463 |      36.00 $
19/09/2025 22:51       | Engulfing                           | short   |    1.17499 |    1.17463 |      36.00 $
19/09/2025 22:52       | Three Outside Up Down               | short   |    1.17490 |    1.17463 |      27.00 $
19/09/2025 22:55       | Momentum Rsi Macd                   | short   |    1.17477 |    1.17467 |      10.00 $
19/09/2025 23:00       | Evening Star                        | short   |    1.17466 |    1.17447 |      19.00 $
19/09/2025 23:00       | Ichimoku Kinko Hyo                  | short   |    1.17466 |    1.17447 |      19.00 $
19/09/2025 23:00       | Ma Crossover                        | short   |    1.17466 |    1.17447 |      19.00 $
19/09/2025 23:00       | Swing Trading Multi Indicator       | short   |    1.17466 |    1.17447 |      19.00 $
19/09/2025 23:01       | Swing Trading Multi Indicator       | short   |    1.17463 |    1.17447 |      16.00 $
19/09/2025 23:02       | Swing Trading Multi Indicator       | short   |    1.17463 |    1.17447 |      16.00 $
19/09/2025 23:03       | Swing Trading Multi Indicator       | short   |    1.17463 |    1.17434 |      29.00 $
19/09/2025 23:04       | Swing Trading Multi Indicator       | short   |    1.17456 |    1.17425 |      31.00 $
19/09/2025 23:05       | Swing Trading Multi Indicator       | short   |    1.17467 |    1.17406 |      61.00 $
19/09/2025 23:06       | Swing Trading Multi Indicator       | short   |    1.17456 |    1.17418 |      38.00 $
19/09/2025 23:07       | Swing Trading Multi Indicator       | short   |    1.17454 |    1.17422 |      32.00 $
19/09/2025 23:08       | Swing Trading Multi Indicator       | short   |    1.17452 |    1.17429 |      23.00 $
19/09/2025 23:09       | Swing Trading Multi Indicator       | short   |    1.17449 |    1.17438 |      11.00 $
19/09/2025 23:10       | Swing Trading Multi Indicator       | short   |    1.17447 |    1.17437 |      10.00 $
19/09/2025 23:11       | Swing Trading Multi Indicator       | short   |    1.17447 |    1.17443 |       4.00 $
19/09/2025 23:16       | Harami                              | long    |    1.17418 |    1.17435 |      17.00 $
